customer_id,recency_days,frequency,monetary,avg_order_value,total_quantity,avg_basket_size,discount_usage_rate,avg_discount_pct,favorite_category,category_diversity,return_rate,first_purchase,last_purchase,avg_purchase_interval_days,total_sessions,avg_pages_viewed,avg_session_duration,conversion_rate,customer_name,gender,age,city,state,signup_date,tenure_days,cluster,segment
CUST100011,137,5,54863.41,10972.682,11,2.2,0.4,3.0,Beauty & Personal Care,4,0.0,2024-08-12,2025-08-16,92.25,15.0,5.933333333333334,4.3806666666666665,0.2,Rahul Nair,Male,22.0,Jaipur,Rajasthan,2024-01-21,710,2,Price Sensitive Customers
CUST100012,1,42,342390.47000000003,8152.1540476190485,89,2.119047619047619,0.38095238095238093,5.714285714285714,Books & Stationery,7,0.0,2024-02-16,2025-12-30,16.658536585365855,66.0,5.015151515151516,4.238636363636363,0.16666666666666666,Arjun Joshi,Female,59.0,Bengaluru,Karnataka,2025-08-13,140,3,High Value Customers
CUST100013,25,9,189314.83000000002,21034.981111111112,18,2.0,0.3333333333333333,3.3333333333333335,Electronics,4,0.0,2024-04-09,2025-12-06,75.75,10.0,4.6,3.939,0.3,Ananya Patel,Female,40.0,Lucknow,Uttar Pradesh,2023-10-04,819,2,Price Sensitive Customers
CUST100014,15,9,32723.449999999997,3635.9388888888884,17,1.8888888888888888,0.5555555555555556,5.0,Grocery,5,0.1111111111111111,2024-01-04,2025-12-16,89.0,8.0,5.0,7.61875,0.25,Tara Reddy,Female,32.0,Jaipur,Rajasthan,2024-04-04,636,1,Occasional Buyers
CUST100015,62,11,411976.46,37452.40545454546,20,1.8181818181818181,0.45454545454545453,6.818181818181818,Electronics,5,0.18181818181818182,2024-01-28,2025-10-30,64.1,8.0,5.625,6.5125,0.0,Aditya Pillai,Female,48.0,Lucknow,Uttar Pradesh,2023-01-22,1074,2,Price Sensitive Customers
CUST100016,182,6,86875.61,14479.268333333333,16,2.6666666666666665,0.8333333333333334,10.833333333333334,Beauty & Personal Care,6,0.0,2024-10-14,2025-07-02,52.2,13.0,5.846153846153846,3.740769230769231,0.07692307692307693,Divya Iyer,Male,26.0,Pune,Maharashtra,2023-09-10,843,2,Price Sensitive Customers
CUST100017,10,7,62068.100000000006,8866.871428571429,12,1.7142857142857142,0.2857142857142857,5.0,Home & Kitchen,6,0.0,2024-05-05,2025-12-21,99.16666666666667,22.0,4.954545454545454,3.6186363636363637,0.2727272727272727,Tara Chatterjee,Female,60.0,Bengaluru,Karnataka,2025-01-17,348,1,Occasional Buyers
CUST100018,388,2,16336.05,8168.025,4,2.0,0.5,2.5,Books & Stationery,2,0.0,2024-06-16,2024-12-08,175.0,1.0,5.0,6.35,1.0,Neha Gupta,Female,42.0,Bengaluru,Karnataka,2025-05-06,239,0,New Customers
CUST100019,36,9,145530.6,16170.066666666668,16,1.7777777777777777,0.3333333333333333,2.7777777777777777,Electronics,7,0.0,2024-10-07,2025-11-25,51.75,24.0,5.5,5.289583333333334,0.125,Meera Gupta,Female,42.0,Coimbatore,Tamil Nadu,2024-04-19,621,3,High Value Customers
CUST100020,85,6,63581.82,10596.97,9,1.5,0.5,5.0,Books & Stationery,5,0.3333333333333333,2024-05-12,2025-10-07,102.6,10.0,5.8,2.725,0.0,Reyansh Singh,Male,38.0,Ahmedabad,Gujarat,2025-12-18,13,1,Occasional Buyers
CUST100021,27,13,252314.83000000002,19408.833076923078,26,2.0,0.46153846153846156,5.0,Electronics,7,0.15384615384615385,2024-01-28,2025-12-04,56.333333333333336,6.0,5.833333333333333,2.5533333333333332,0.16666666666666666,Krishna Reddy,Female,26.0,Lucknow,Uttar Pradesh,2024-05-25,585,3,High Value Customers
CUST100022,29,18,116854.06,6491.892222222222,37,2.0555555555555554,0.5,6.666666666666667,Beauty & Personal Care,7,0.1111111111111111,2024-01-04,2025-12-02,41.05882352941177,19.0,5.578947368421052,3.7957894736842106,0.15789473684210525,Karthik Mukherjee,Female,55.0,Mumbai,Maharashtra,2024-11-30,396,3,High Value Customers
CUST100023,163,6,103854.65000000001,17309.108333333334,12,2.0,0.5,4.166666666666667,Sports & Fitness,5,0.3333333333333333,2024-01-08,2025-07-21,112.0,11.0,4.454545454545454,3.330909090909091,0.09090909090909091,Vihaan Gupta,Male,39.0,Jaipur,Rajasthan,2025-09-02,120,2,Price Sensitive Customers
CUST100024,67,13,77272.75,5944.057692307692,25,1.9230769230769231,0.6153846153846154,9.23076923076923,Sports & Fitness,7,0.3076923076923077,2024-01-28,2025-10-25,53.0,27.0,4.777777777777778,4.92962962962963,0.14814814814814814,Rohan Nair,Female,60.0,Hyderabad,Telangana,2023-07-09,906,3,High Value Customers
CUST100025,31,4,68794.67,17198.6675,6,1.5,0.5,5.0,Electronics,3,0.25,2024-06-25,2025-11-30,174.33333333333334,15.0,5.733333333333333,7.188666666666666,0.0,Meera Verma,Male,40.0,Coimbatore,Tamil Nadu,2025-08-15,138,1,Occasional Buyers
CUST100026,18,28,347262.75,12402.24107142857,53,1.8928571428571428,0.35714285714285715,4.285714285714286,Books & Stationery,7,0.14285714285714285,2024-01-10,2025-12-13,26.037037037037038,29.0,5.448275862068965,4.340344827586207,0.13793103448275862,Zoya Chatterjee,Male,21.0,Ahmedabad,Gujarat,2024-11-17,409,3,High Value Customers
CUST100027,258,3,39337.72,13112.573333333334,7,2.3333333333333335,0.3333333333333333,1.6666666666666667,Books & Stationery,3,0.3333333333333333,2024-04-27,2025-04-17,177.5,0.0,0.0,0.0,0.0,Rahul Patel,Female,46.0,Pune,Maharashtra,2025-08-15,138,4,At Risk / Inactive Customers
CUST100028,57,19,286133.06,15059.634736842105,30,1.5789473684210527,0.3157894736842105,4.7368421052631575,Electronics,7,0.05263157894736842,2024-02-29,2025-11-04,34.111111111111114,17.0,6.0,3.7905882352941176,0.0,Ishaan Joshi,Female,32.0,Jaipur,Rajasthan,2024-07-16,533,3,High Value Customers
CUST100029,8,12,206607.21,17217.267499999998,30,2.5,0.5,6.666666666666667,Books & Stationery,6,0.08333333333333333,2024-01-03,2025-12-23,65.45454545454545,8.0,4.625,4.81875,0.125,Tara Joshi,Female,40.0,Delhi,Delhi,2025-04-11,264,2,Price Sensitive Customers
CUST100030,18,6,22733.489999999998,3788.9149999999995,11,1.8333333333333333,0.3333333333333333,6.666666666666667,Beauty & Personal Care,3,0.16666666666666666,2024-02-20,2025-12-13,132.4,14.0,4.5,4.180000000000001,0.0,Reyansh Mukherjee,Male,47.0,Pune,Maharashtra,2024-10-08,449,1,Occasional Buyers
CUST100031,75,15,167616.02,11174.401333333333,39,2.6,0.4666666666666667,6.333333333333333,Beauty & Personal Care,7,0.13333333333333333,2024-05-05,2025-10-17,37.857142857142854,17.0,5.411764705882353,5.101764705882353,0.11764705882352941,Neha Mukherjee,Female,46.0,Mumbai,Maharashtra,2023-01-21,1075,3,High Value Customers
CUST100032,108,5,101518.59,20303.718,9,1.8,0.0,0.0,Home & Kitchen,4,0.0,2024-03-15,2025-09-14,137.0,15.0,4.733333333333333,5.062666666666667,0.2,Lakshmi Rao,Male,37.0,Jaipur,Rajasthan,2025-04-20,255,2,Price Sensitive Customers
CUST100033,283,6,54108.74,9018.123333333333,12,2.0,0.6666666666666666,9.166666666666666,Beauty & Personal Care,4,0.16666666666666666,2024-02-12,2025-03-23,81.0,6.0,4.5,5.255,0.0,Vihaan Singh,Male,50.0,Pune,Maharashtra,2023-06-16,929,1,Occasional Buyers
CUST100034,40,7,69355.68,9907.954285714284,15,2.142857142857143,0.14285714285714285,1.4285714285714286,Sports & Fitness,4,0.14285714285714285,2024-01-21,2025-11-21,111.66666666666667,6.0,5.5,5.95,0.0,Meera Iyer,Male,58.0,Coimbatore,Tamil Nadu,2024-01-23,708,1,Occasional Buyers
CUST100035,220,6,10231.29,1705.2150000000001,13,2.1666666666666665,0.6666666666666666,12.5,Grocery,3,0.0,2024-03-03,2025-05-25,89.6,9.0,5.777777777777778,4.260000000000001,0.2222222222222222,Arjun Sharma,Female,61.0,Pune,Maharashtra,2024-08-23,495,0,New Customers
CUST100036,34,12,150881.16,12573.43,21,1.75,0.4166666666666667,3.3333333333333335,Books & Stationery,6,0.25,2024-06-16,2025-11-27,48.09090909090909,23.0,5.434782608695652,6.87695652173913,0.043478260869565216,Aditya Desai,Female,53.0,Mumbai,Maharashtra,2023-11-12,780,3,High Value Customers
CUST100037,28,16,86047.18000000001,5377.9487500000005,29,1.8125,0.3125,5.625,Books & Stationery,6,0.25,2024-02-13,2025-12-03,43.93333333333333,16.0,5.6875,5.065,0.125,Suresh Rao,Female,39.0,Mumbai,Maharashtra,2023-01-14,1082,1,Occasional Buyers
CUST100038,54,6,41345.96,6890.993333333333,11,1.8333333333333333,0.5,10.833333333333334,Beauty & Personal Care,6,0.0,2024-05-22,2025-11-07,106.8,5.0,5.4,7.453999999999999,0.6,Krishna Desai,Female,40.0,Chennai,Tamil Nadu,2023-08-30,854,1,Occasional Buyers
CUST100039,8,33,562476.1799999999,17044.732727272727,69,2.090909090909091,0.45454545454545453,4.242424242424242,Sports & Fitness,6,0.06060606060606061,2024-01-29,2025-12-23,21.6875,49.0,4.6938775510204085,4.998979591836735,0.10204081632653061,Rahul Nair,Male,24.0,Tiruppur,Tamil Nadu,2025-02-15,319,3,High Value Customers
CUST100040,88,8,34359.33,4294.91625,17,2.125,0.375,6.25,Beauty & Personal Care,5,0.125,2024-06-27,2025-10-04,66.28571428571429,10.0,4.3,5.254,0.0,Vivaan Chatterjee,Female,25.0,Bengaluru,Karnataka,2024-07-18,531,1,Occasional Buyers
CUST100041,26,13,399821.3,30755.484615384616,27,2.076923076923077,0.5384615384615384,7.6923076923076925,Beauty & Personal Care,5,0.07692307692307693,2024-03-17,2025-12-05,52.333333333333336,28.0,4.821428571428571,4.163571428571428,0.2857142857142857,Suresh Patel,Male,45.0,Delhi,Delhi,2025-06-16,198,2,Price Sensitive Customers
CUST100042,363,2,13220.75,6610.375,5,2.5,0.5,10.0,Beauty & Personal Care,2,0.0,2024-11-30,2025-01-02,33.0,13.0,4.3076923076923075,4.195384615384615,0.23076923076923078,Rohan Nair,Female,62.0,Delhi,Delhi,2023-04-02,1004,4,At Risk / Inactive Customers
CUST100043,10,21,176917.02,8424.619999999999,38,1.8095238095238095,0.2857142857142857,3.0952380952380953,Sports & Fitness,7,0.19047619047619047,2024-01-18,2025-12-21,35.15,25.0,4.76,5.2308,0.2,Aditya Verma,Male,60.0,Coimbatore,Tamil Nadu,2025-08-13,140,3,High Value Customers
CUST100044,4,17,122472.65,7204.273529411765,36,2.1176470588235294,0.6470588235294118,8.823529411764707,Sports & Fitness,7,0.058823529411764705,2024-03-29,2025-12-27,39.875,42.0,4.761904761904762,4.221190476190476,0.21428571428571427,Lakshmi Sharma,Female,26.0,Mumbai,Maharashtra,2024-05-23,587,3,High Value Customers
CUST100045,43,7,107028.97,15289.852857142858,11,1.5714285714285714,0.42857142857142855,6.428571428571429,Electronics,5,0.0,2024-09-09,2025-11-18,72.5,9.0,4.777777777777778,3.0433333333333334,0.2222222222222222,Deepak Reddy,Female,42.0,Chennai,Tamil Nadu,2025-02-14,320,1,Occasional Buyers
CUST100046,62,5,28173.28,5634.656,8,1.6,0.6,11.0,Beauty & Personal Care,5,0.2,2024-09-12,2025-10-30,103.25,5.0,4.4,3.8620000000000005,0.2,Suresh Nair,Female,33.0,Ahmedabad,Gujarat,2023-02-04,1061,1,Occasional Buyers
CUST100047,34,20,331699.95,16584.9975,41,2.05,0.5,6.5,Grocery,7,0.05,2024-01-20,2025-11-27,35.63157894736842,12.0,5.333333333333333,4.554166666666666,0.3333333333333333,Deepak Chatterjee,Female,27.0,Chennai,Tamil Nadu,2023-07-25,890,3,High Value Customers
CUST100048,11,18,527769.8,29320.544444444447,36,2.0,0.5,6.111111111111111,Sports & Fitness,6,0.05555555555555555,2024-01-17,2025-12-20,41.35294117647059,22.0,5.363636363636363,3.652727272727273,0.09090909090909091,Arjun Desai,Male,28.0,Hyderabad,Telangana,2025-10-22,70,3,High Value Customers
CUST100049,5,25,311662.26,12466.4904,55,2.2,0.36,4.2,Books & Stationery,7,0.04,2024-01-06,2025-12-26,30.0,30.0,5.0,5.105666666666666,0.16666666666666666,Amit Reddy,Female,48.0,Pune,Maharashtra,2025-10-18,74,3,High Value Customers
CUST100051,37,11,135279.33,12298.120909090909,24,2.1818181818181817,0.5454545454545454,6.818181818181818,Beauty & Personal Care,5,0.0,2024-01-10,2025-11-24,68.4,23.0,5.3478260869565215,6.107391304347826,0.043478260869565216,Lakshmi Chatterjee,Female,48.0,Tiruppur,Tamil Nadu,2024-12-03,393,2,Price Sensitive Customers
CUST100052,167,8,23189.15,2898.64375,15,1.875,0.625,5.625,Books & Stationery,5,0.0,2024-03-24,2025-07-17,68.57142857142857,10.0,5.2,5.455,0.1,Lakshmi Pillai,Female,31.0,Chennai,Tamil Nadu,2024-02-06,694,1,Occasional Buyers
CUST100053,1,4,99740.53,24935.1325,9,2.25,0.25,2.5,Electronics,4,0.0,2025-02-18,2025-12-30,105.0,9.0,4.0,3.332222222222222,0.0,Naveen Menon,Male,61.0,Pune,Maharashtra,2024-12-30,366,2,Price Sensitive Customers
CUST100054,15,7,52348.76,7478.394285714286,18,2.5714285714285716,0.14285714285714285,1.4285714285714286,Sports & Fitness,4,0.2857142857142857,2024-04-09,2025-12-16,102.66666666666667,10.0,4.5,4.1339999999999995,0.1,Arjun Kumar,Female,49.0,Bengaluru,Karnataka,2023-06-11,934,2,Price Sensitive Customers
CUST100055,33,15,250794.03,16719.602,21,1.4,0.3333333333333333,3.0,Electronics,6,0.06666666666666667,2024-02-19,2025-11-28,46.285714285714285,18.0,4.611111111111111,5.072222222222222,0.05555555555555555,Rohan Patel,Female,34.0,Jaipur,Rajasthan,2023-07-21,894,3,High Value Customers
CUST100056,170,8,306872.69,38359.08625,15,1.875,0.375,5.625,Electronics,5,0.125,2024-03-14,2025-07-14,69.57142857142857,5.0,4.4,6.58,0.0,Reyansh Gupta,Male,40.0,Tiruppur,Tamil Nadu,2025-09-22,100,2,Price Sensitive Customers
CUST100057,72,6,20361.57,3393.595,15,2.5,0.5,3.3333333333333335,Beauty & Personal Care,3,0.3333333333333333,2024-09-16,2025-10-20,79.8,13.0,5.384615384615385,6.426153846153846,0.0,Sai Reddy,Female,18.0,Tiruppur,Tamil Nadu,2023-09-27,826,1,Occasional Buyers
CUST100058,72,16,478204.85,29887.803125,28,1.75,0.375,4.0625,Electronics,6,0.0,2024-04-16,2025-10-20,36.8,10.0,4.3,4.944,0.0,Rahul Nair,Male,46.0,Hyderabad,Telangana,2025-03-26,280,3,High Value Customers
CUST100059,6,12,219716.74,18309.728333333333,27,2.25,0.4166666666666667,4.166666666666667,Home & Kitchen,6,0.08333333333333333,2024-03-04,2025-12-25,60.09090909090909,21.0,5.0,5.225714285714286,0.14285714285714285,Aditya Joshi,Female,21.0,Tiruppur,Tamil Nadu,2024-03-31,640,2,Price Sensitive Customers
CUST100060,27,15,309796.46,20653.097333333335,41,2.7333333333333334,0.5333333333333333,6.0,Home & Kitchen,6,0.06666666666666667,2024-06-16,2025-12-04,38.285714285714285,18.0,5.444444444444445,4.9816666666666665,0.1111111111111111,Tara Menon,Female,40.0,Hyderabad,Telangana,2025-10-13,79,2,Price Sensitive Customers
CUST100061,38,14,312855.57,22346.82642857143,32,2.2857142857142856,0.2857142857142857,6.428571428571429,Books & Stationery,7,0.21428571428571427,2024-02-24,2025-11-23,49.07692307692308,13.0,5.153846153846154,4.498461538461538,0.07692307692307693,Meera Nair,Other,45.0,Tiruppur,Tamil Nadu,2023-10-23,800,3,High Value Customers
CUST100062,72,14,223315.19,15951.085000000001,25,1.7857142857142858,0.5,9.285714285714286,Books & Stationery,5,0.0,2024-01-14,2025-10-20,49.61538461538461,16.0,4.375,5.10625,0.0,Neha Pillai,Female,33.0,Mumbai,Maharashtra,2024-12-20,376,2,Price Sensitive Customers
CUST100063,12,14,107251.15999999999,7660.797142857142,19,1.3571428571428572,0.5,8.571428571428571,Grocery,6,0.0,2024-01-02,2025-12-19,55.15384615384615,27.0,4.407407407407407,3.582962962962963,0.037037037037037035,Sai Iyer,Male,29.0,Tiruppur,Tamil Nadu,2023-12-04,758,1,Occasional Buyers
CUST100064,100,6,32821.69,5470.281666666667,11,1.8333333333333333,0.5,6.666666666666667,Fashion,4,0.16666666666666666,2024-03-26,2025-09-22,109.0,11.0,5.090909090909091,4.371818181818181,0.2727272727272727,Vihaan Desai,Female,38.0,Lucknow,Uttar Pradesh,2025-05-28,217,1,Occasional Buyers
CUST100065,4,19,140079.09,7372.583684210526,31,1.631578947368421,0.5263157894736842,6.578947368421052,Grocery,7,0.10526315789473684,2024-01-30,2025-12-27,38.72222222222222,34.0,4.823529411764706,4.755294117647059,0.08823529411764706,Ishaan Reddy,Male,62.0,Hyderabad,Telangana,2025-12-12,19,3,High Value Customers
CUST100066,563,1,949.37,949.37,1,1.0,0.0,0.0,Books & Stationery,1,0.0,2024-06-16,2024-06-16,54.75,1.0,5.0,2.26,0.0,Isha Gupta,Female,34.0,Lucknow,Uttar Pradesh,2025-03-02,304,0,New Customers
CUST100067,43,8,95071.85,11883.98125,16,2.0,0.375,4.375,Books & Stationery,5,0.125,2024-12-11,2025-11-18,48.857142857142854,12.0,5.166666666666667,5.318333333333333,0.0,Divya Verma,Female,57.0,Jaipur,Rajasthan,2023-08-05,879,2,Price Sensitive Customers
CUST100068,40,11,226730.15000000002,20611.83181818182,17,1.5454545454545454,0.2727272727272727,4.545454545454546,Electronics,5,0.09090909090909091,2024-01-02,2025-11-21,68.9,21.0,3.9523809523809526,3.8976190476190475,0.0,Amit Mukherjee,Male,30.0,Mumbai,Maharashtra,2025-02-02,332,2,Price Sensitive Customers
CUST100069,88,8,27932.93,3491.61625,16,2.0,0.375,6.25,Grocery,5,0.25,2024-05-26,2025-10-04,70.85714285714286,15.0,5.0,5.086666666666667,0.06666666666666667,Arjun Kumar,Male,40.0,Kolkata,West Bengal,2023-07-07,908,1,Occasional Buyers
CUST100070,7,15,76443.59,5096.239333333333,26,1.7333333333333334,0.3333333333333333,3.6666666666666665,Beauty & Personal Care,6,0.26666666666666666,2024-01-26,2025-12-24,49.857142857142854,39.0,4.666666666666667,4.26974358974359,0.07692307692307693,Priya Rao,Female,54.0,Ahmedabad,Gujarat,2024-01-15,716,1,Occasional Buyers
CUST100071,108,10,35346.94,3534.6940000000004,18,1.8,0.6,9.5,Beauty & Personal Care,4,0.1,2024-07-26,2025-09-14,46.111111111111114,22.0,5.318181818181818,4.738181818181818,0.13636363636363635,Tara Mukherjee,Female,32.0,Coimbatore,Tamil Nadu,2024-05-07,603,1,Occasional Buyers
CUST100072,84,12,232392.59,19366.049166666668,24,2.0,0.25,4.583333333333333,Electronics,6,0.0,2024-01-13,2025-10-08,57.63636363636363,32.0,4.40625,4.0059375,0.09375,Lakshmi Mukherjee,Male,29.0,Pune,Maharashtra,2025-11-30,31,2,Price Sensitive Customers
CUST100073,96,8,175341.22,21917.6525,17,2.125,0.5,5.0,Sports & Fitness,7,0.125,2024-02-05,2025-09-26,85.57142857142857,30.0,4.633333333333334,3.8026666666666666,0.23333333333333334,Priya Rao,Male,32.0,Ahmedabad,Gujarat,2023-01-15,1081,2,Price Sensitive Customers
CUST100074,13,14,119538.19,8538.442142857142,25,1.7857142857142858,0.5714285714285714,9.285714285714286,Books & Stationery,6,0.14285714285714285,2024-02-07,2025-12-18,52.30769230769231,15.0,5.266666666666667,4.483333333333333,0.0,Meera Menon,Male,51.0,Ahmedabad,Gujarat,2023-03-06,1031,3,High Value Customers
CUST100075,1,35,330069.47,9430.556285714285,75,2.142857142857143,0.5142857142857142,7.857142857142857,Grocery,7,0.02857142857142857,2024-01-08,2025-12-30,21.235294117647058,54.0,4.814814814814815,4.963518518518518,0.09259259259259259,Vihaan Gupta,Female,23.0,Tiruppur,Tamil Nadu,2024-06-04,575,3,High Value Customers
CUST100076,82,9,152161.37,16906.818888888887,16,1.7777777777777777,0.6666666666666666,8.88888888888889,Beauty & Personal Care,6,0.1111111111111111,2024-01-11,2025-10-10,79.75,15.0,4.333333333333333,6.414000000000001,0.06666666666666667,Priya Patel,Male,34.0,Delhi,Delhi,2024-10-09,448,2,Price Sensitive Customers
CUST100077,37,10,89288.84,8928.884,16,1.6,0.4,5.0,Fashion,5,0.0,2024-04-13,2025-11-24,65.55555555555556,10.0,5.2,5.076,0.1,Naveen Reddy,Female,37.0,Chennai,Tamil Nadu,2025-12-22,9,1,Occasional Buyers
CUST100078,62,24,351494.41000000003,14645.600416666668,49,2.0416666666666665,0.375,5.833333333333333,Electronics,7,0.08333333333333333,2024-01-29,2025-10-30,27.82608695652174,23.0,5.434782608695652,5.177391304347826,0.08695652173913043,Naveen Reddy,Male,26.0,Hyderabad,Telangana,2024-08-15,503,3,High Value Customers
CUST100079,64,7,165927.78,23703.96857142857,11,1.5714285714285714,0.14285714285714285,0.7142857142857143,Books & Stationery,5,0.0,2024-01-06,2025-10-28,110.16666666666667,2.0,6.5,2.09,0.5,Krishna Sharma,Female,22.0,Kolkata,West Bengal,2024-01-27,704,2,Price Sensitive Customers
CUST100080,9,15,83668.96,5577.930666666667,32,2.1333333333333333,0.5333333333333333,4.333333333333333,Books & Stationery,6,0.26666666666666666,2024-02-02,2025-12-22,49.214285714285715,9.0,6.111111111111111,4.22,0.1111111111111111,Priya Rao,Male,40.0,Chennai,Tamil Nadu,2024-02-23,677,3,High Value Customers
CUST100082,11,29,390486.63,13465.056206896552,64,2.206896551724138,0.4827586206896552,8.96551724137931,Beauty & Personal Care,7,0.06896551724137931,2024-01-03,2025-12-20,25.607142857142858,51.0,4.980392156862745,3.8223529411764705,0.0392156862745098,Rohan Singh,Male,55.0,Chennai,Tamil Nadu,2024-01-14,717,3,High Value Customers
CUST100083,35,3,60286.29,20095.43,4,1.3333333333333333,0.6666666666666666,8.333333333333334,Electronics,3,0.0,2024-03-02,2025-11-26,317.0,21.0,5.380952380952381,4.428571428571429,0.19047619047619047,Pooja Verma,Female,31.0,Delhi,Delhi,2023-08-19,865,1,Occasional Buyers
CUST100084,318,1,30833.72,30833.72,1,1.0,1.0,10.0,Electronics,1,1.0,2025-02-16,2025-02-16,54.75,7.0,3.7142857142857144,8.564285714285713,0.0,Amit Kumar,Male,34.0,Coimbatore,Tamil Nadu,2025-10-14,78,0,New Customers
CUST100085,11,35,609072.5,17402.071428571428,69,1.9714285714285715,0.4,5.428571428571429,Beauty & Personal Care,7,0.02857142857142857,2024-01-01,2025-12-20,21.147058823529413,44.0,5.181818181818182,4.359090909090909,0.11363636363636363,Riya Rao,Female,36.0,Jaipur,Rajasthan,2023-02-10,1055,3,High Value Customers
CUST100086,7,39,387215.33,9928.598205128206,77,1.9743589743589745,0.3333333333333333,4.743589743589744,Fashion,7,0.07692307692307693,2024-01-10,2025-12-24,18.789473684210527,65.0,5.338461538461538,4.004307692307692,0.09230769230769231,Rohan Menon,Female,50.0,Jaipur,Rajasthan,2025-11-17,44,3,High Value Customers
CUST100087,57,11,257583.61000000002,23416.69181818182,19,1.7272727272727273,0.5454545454545454,8.636363636363637,Electronics,6,0.0,2024-04-10,2025-11-04,57.3,17.0,4.588235294117647,3.495294117647059,0.11764705882352941,Lakshmi Sharma,Male,18.0,Mumbai,Maharashtra,2023-05-15,961,2,Price Sensitive Customers
CUST100088,86,5,20220.1,4044.0199999999995,9,1.8,0.6,11.0,Fashion,4,0.4,2024-01-12,2025-10-06,158.25,12.0,4.416666666666667,7.1175,0.25,Vihaan Joshi,Female,30.0,Chennai,Tamil Nadu,2023-07-20,895,1,Occasional Buyers
CUST100089,30,17,385723.24,22689.602352941176,34,2.0,0.5294117647058824,6.470588235294118,Sports & Fitness,7,0.11764705882352941,2024-01-05,2025-12-01,43.5,16.0,5.125,4.193125,0.0625,Zoya Desai,Female,63.0,Pune,Maharashtra,2025-02-18,316,3,High Value Customers
CUST100090,67,12,163019.49,13584.957499999999,24,2.0,0.25,3.3333333333333335,Sports & Fitness,6,0.08333333333333333,2024-03-02,2025-10-25,54.72727272727273,21.0,5.380952380952381,4.557619047619048,0.047619047619047616,Lakshmi Rao,Male,44.0,Kolkata,West Bengal,2025-07-18,166,3,High Value Customers
